校系代碼,學系名稱,招生人數,國,英,數A,數B,社,自,英聽,相加項
,,,--,3,--,--,--,3,,5 
001662,生化科技學系,29,均,均,均,--,--,均,--,--
,,,--,6,10,--,--,3,,--
001672,國際體育運動事務學士學位學程,5,均,均,--,均,均,--,--,--
,,,8,5,--,--,--,--,,--
001682,希望組甲組(文社法),12,前,前,--,均,均,--,--,國英數B社
,,,4,4,--,--,4,--,,6 
001692,希望組乙組(地理及生傳),2,--,前,前,--,均,--,--,英數A社
,,,--,4,4,--,4,--,,6 
001702,希望組丙組(理),6,均,均,前,--,--,前,--,國英數A自
,,,--,4,4,--,--,4,,6 
001712,希望組丁組(生醫),8,前,前,前,--,--,前,--,國英數A自
,,,--,4,4,--,--,4,,6 
001722,希望組戊組(工電資),13,均,均,前,--,--,前,--,國英數A自
,,,--,3.5,3.5,--,--,3.5,,6 
001732,希望組己組(經管),5,前,前,前,--,均,--,--,國英數A社
,,,--,3,3,--,--,--,,5 
001742,希望組庚組(生農),9,均,均,均,--,--,均,--,國英數A自
,,,--,4,4,--,--,4,,6 
001752,希望組辛組(醫牙),2,頂,頂,頂,--,--,頂,--,國英數A自
,,,4,2,2,--,--,2,,3 
